,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
16730,United States of America,Escondido,64,Moderate,2,1,15,0,14,2,64,Moderate
16731,Mexico,Ezequiel Montes,40,Good,1,0,28,1,0,0,40,Good
16732,United States of America,Fair Oaks,50,Good,1,0,28,1,6,2,50,Good
16733,United States of America,Fairview Shores,96,Moderate,1,0,96,3,1,0,21,Good
16734,India,Faridpur,157,Unhealthy,4,1,26,1,10,2,157,Unhealthy
16735,Brazil,Franco Da Rocha,97,Moderate,2,1,31,1,3,1,97,Moderate
16736,United States of America,Freeport,43,Good,1,0,40,2,1,0,43,Good
16737,China,Fujin,101,Unhealthy for Sensitive Groups,3,1,27,1,5,2,101,Unhealthy for Sensitive Groups
16738,Japan,Fukagawa,56,Moderate,1,0,29,1,4,1,56,Moderate
16739,Brazil,Fundao,54,Moderate,1,0,27,1,0,0,54,Moderate
16740,China,Fushan,81,Moderate,3,1,81,3,5,2,63,Moderate
16741,Germany,Gardelegen,45,Good,1,0,45,3,0,0,26,Good
16742,Israel,Gedera,75,Moderate,1,0,46,3,5,2,75,Moderate
16743,Spain,Getafe,42,Good,1,0,42,3,0,0,10,Good
16744,Italy,Gioia Del Colle,62,Moderate,1,0,52,3,0,0,62,Moderate
16745,United States of America,Dallas,70,Moderate,2,1,34,2,5,2,70,Moderate
16746,Iran (Islamic Republic of),Damavand,134,Unhealthy for Sensitive Groups,1,0,40,2,6,2,134,Unhealthy for Sensitive Groups
16747,Turkmenistan,Dasoguz,67,Moderate,1,0,32,2,4,1,67,Moderate
16748,Philippines,Del Pilar,144,Unhealthy for Sensitive Groups,2,1,26,1,7,2,144,Unhealthy for Sensitive Groups
16749,Netherlands,Denekamp,37,Good,1,0,37,2,0,0,31,Good
16750,Bangladesh,Dhamrai,152,Unhealthy,4,1,13,0,15,2,152,Unhealthy
16751,Russian Federation,Dmitrov,35,Good,1,0,35,2,1,0,18,Good
16752,Germany,Donaueschingen,61,Moderate,1,0,51,3,0,0,61,Moderate
16753,Brazil,Dores Do Indaia,36,Good,1,0,23,1,0,0,36,Good
16754,United Kingdom of Great Britain and Northern Ireland,Droylsden,38,Good,1,0,37,2,1,0,38,Good
16755,China,Ducheng,88,Moderate,4,1,27,1,7,2,88,Moderate
16756,United States of America,East Chicago,58,Moderate,1,0,33,2,5,2,58,Moderate
16757,Greece,Edessa,109,Unhealthy for Sensitive Groups,1,0,43,3,1,0,109,Unhealthy for Sensitive Groups
16758,Hungary,Eger,64,Moderate,1,0,52,3,0,0,64,Moderate
16759,Spain,El Viso Del Alcor,43,Good,1,0,43,3,0,0,14,Good
16760,United States of America,Rancho Cordova,51,Moderate,1,0,26,1,7,2,51,Moderate
16761,India,Raurkela,158,Unhealthy,3,1,45,3,3,1,158,Unhealthy
16762,Italy,Recanati,77,Moderate,1,0,66,3,0,0,77,Moderate
16763,China,Renqiu,141,Unhealthy for Sensitive Groups,4,1,39,2,21,2,141,Unhealthy for Sensitive Groups
16764,Republic of Moldova,Rezina,55,Moderate,1,0,50,3,0,0,55,Moderate
16765,United States of America,Richfield,50,Good,1,0,28,1,1,0,50,Good
16766,Netherlands,Rijssen,37,Good,1,0,37,2,0,0,30,Good
16767,Philippines,Placer,32,Good,1,0,23,1,0,0,32,Good
16768,Spain,Pozoblanco,40,Good,1,0,40,2,0,0,11,Good
16769,China,Qingyuan,153,Unhealthy,4,1,10,0,19,2,153,Unhealthy
16770,Israel,Qiryat Ono,74,Moderate,1,0,46,3,5,2,74,Moderate
16771,Germany,Quedlinburg,47,Good,1,0,44,3,0,0,47,Good
16772,South Africa,Queenstown,45,Good,1,0,11,0,2,1,45,Good
16773,Azerbaijan,Qusar,76,Moderate,1,0,33,2,0,0,76,Moderate
16774,India,Rahimatpur,117,Unhealthy for Sensitive Groups,1,0,28,1,3,1,117,Unhealthy for Sensitive Groups
16775,United States of America,Ontario,138,Unhealthy for Sensitive Groups,4,1,13,0,23,2,138,Unhealthy for Sensitive Groups
16776,Spain,Orihuela,39,Good,1,0,39,2,0,0,38,Good
16777,Germany,Ottobrunn,68,Moderate,1,0,65,3,0,0,68,Moderate
16778,Mexico,Pabellon De Arteaga,45,Good,1,0,29,1,0,0,45,Good
16779,Cyprus,Pafos,45,Good,1,0,45,3,0,0,15,Good
16780,United States of America,Palestine,35,Good,1,0,21,0,3,1,35,Good
16781,United States of America,Palm City,36,Good,1,0,36,2,1,0,17,Good
16782,United States of America,Palmer,48,Good,1,0,38,2,2,1,48,Good
16783,Pakistan,Pattoki,174,Unhealthy,4,1,85,3,7,2,174,Unhealthy
16784,India,Pedana,137,Unhealthy for Sensitive Groups,2,1,36,2,7,2,137,Unhealthy for Sensitive Groups
16785,Russian Federation,Petrov Val,46,Good,1,0,46,3,0,0,15,Good
16786,India,Banda,169,Unhealthy,4,1,169,3,1,0,167,Unhealthy
16787,Iran (Islamic Republic of),Baneh,47,Good,1,0,47,3,0,0,46,Good
16788,Colombia,Barbosa,59,Moderate,2,1,0,0,4,1,59,Moderate
16789,Brazil,Barra Mansa,113,Unhealthy for Sensitive Groups,3,1,4,0,8,2,113,Unhealthy for Sensitive Groups
16790,Japan,Ashikaga,67,Moderate,1,0,67,3,1,0,63,Moderate
16791,Italy,Atessa,45,Good,1,0,45,3,1,0,31,Good
16792,United States of America,Atlantic Beach,63,Moderate,1,0,30,1,7,2,63,Moderate
16793,Romania,Avrig,39,Good,1,0,39,2,0,0,32,Good
16794,China,Babu,53,Moderate,2,1,21,0,3,1,53,Moderate
16795,Germany,Bad Wildungen,68,Moderate,1,0,33,2,6,2,68,Moderate
16796,Mexico,Altepexi,73,Moderate,2,1,17,0,5,2,73,Moderate
16797,Indonesia,Ambon,27,Good,0,0,14,0,0,0,27,Good
16798,Brazil,Americana,57,Moderate,2,1,5,0,4,1,57,Moderate
16799,Peru,Andahuaylas,26,Good,1,0,2,0,2,1,26,Good
16800,Turkey,Solhan,53,Moderate,0,0,40,2,0,0,53,Moderate
16801,Russian Federation,Somovo,50,Good,1,0,38,2,1,0,50,Good
16802,Canada,Sorel,39,Good,1,0,23,1,1,0,39,Good
16803,United States of America,South Saint Paul,52,Moderate,1,0,29,1,1,0,52,Moderate
16804,India,Sriperumbudur,116,Unhealthy for Sensitive Groups,3,1,40,2,4,1,116,Unhealthy for Sensitive Groups
16805,Russian Federation,Strelna,26,Good,1,0,26,1,4,1,18,Good
16806,Czechia,Studenka,74,Moderate,1,0,46,3,0,0,74,Moderate
16807,Germany,Stuhr,40,Good,0,0,40,2,0,0,27,Good
16808,Brazil,Uniao Da Victoria,27,Good,0,0,12,0,1,0,27,Good
16809,Russian Federation,Uvarovo,47,Good,1,0,35,2,0,0,47,Good
16810,Bolivia (Plurinational State of),Uyuni,12,Good,0,0,10,0,0,0,12,Good
16811,India,Valavanur,63,Moderate,1,0,35,2,1,0,63,Moderate
16813,Russian Federation,Velikiy Novgorod,34,Good,1,0,34,2,0,0,15,Good
16814,Greece,Veroia,89,Moderate,1,0,44,3,1,0,89,Moderate
16815,India,Vetapalem,52,Moderate,1,0,40,2,0,0,52,Moderate
16816,France,Vichy,53,Moderate,1,0,31,1,1,0,53,Moderate
16817,Italy,Trezzo,59,Moderate,1,0,43,3,1,0,59,Moderate
16818,Philippines,Tubod,26,Good,1,0,15,0,0,0,26,Good
16819,China,Tumen,69,Moderate,2,1,49,3,0,0,69,Moderate
16820,Hungary,Ujfeherto,64,Moderate,1,0,42,3,1,0,64,Moderate
16821,India,Tori Fatehpur,163,Unhealthy,3,1,146,3,0,0,163,Unhealthy
16822,Spain,Torrejon De Ardoz,60,Moderate,1,0,25,1,3,1,60,Moderate
16823,Italy,Tortoli,42,Good,1,0,42,3,1,0,22,Good
16824,Brazil,Eusebio,28,Good,0,0,21,0,1,0,28,Good
16825,Belgium,Evergem,40,Good,1,0,31,1,3,1,40,Good
16826,Iran (Islamic Republic of),Faridan,85,Moderate,0,0,45,3,0,0,85,Moderate
16827,Tajikistan,Farkhor,84,Moderate,1,0,44,3,0,0,84,Moderate
16828,United States of America,Fergus Falls,33,Good,1,0,30,1,3,1,33,Good
16829,Italy,Erice,58,Moderate,1,0,58,3,0,0,48,Good
16830,Colombia,Guapi,10,Good,1,0,10,0,0,0,10,Good
16831,Bosnia and Herzegovina,Gorazde,52,Moderate,1,0,32,2,0,0,52,Moderate
16832,India,Kotaparh,150,Unhealthy,1,0,47,3,0,0,150,Unhealthy
16833,Indonesia,Kraksaan,69,Moderate,2,1,40,2,1,0,69,Moderate
16834,Serbia,Kraljevo,66,Moderate,1,0,43,3,0,0,66,Moderate
16835,Indonesia,Kroya,64,Moderate,1,0,40,2,1,0,64,Moderate
16836,Malaysia,Kuantan,86,Moderate,1,0,38,2,0,0,86,Moderate
16837,Japan,Kurashiki,58,Moderate,2,1,37,2,3,1,58,Moderate
16838,Japan,Kusatsu,51,Moderate,1,0,38,2,3,1,51,Moderate
16839,Russian Federation,Kyzyl,39,Good,1,0,39,2,0,0,29,Good
16841,United States of America,La Grange,67,Moderate,2,1,15,0,19,2,67,Moderate
16842,Switzerland,Lausanne,62,Moderate,1,0,21,0,3,1,62,Moderate
16843,Zimbabwe,Marondera,32,Good,1,0,22,1,0,0,32,Good
16844,Cuba,Matanzas,88,Moderate,1,0,24,1,1,0,88,Moderate
16845,Japan,Matsusaka,33,Good,1,0,26,1,3,1,33,Good
16846,United Republic of Tanzania,Mbinga,21,Good,0,0,20,0,0,0,21,Good
16847,Germany,Merseburg,64,Moderate,1,0,35,2,3,1,64,Moderate
16848,Spain,Malaga,46,Good,1,0,27,1,6,2,46,Good
16849,India,Mancheral,150,Unhealthy,1,0,48,3,0,0,150,Unhealthy
16850,Democratic Republic of the Congo,Mangai,103,Unhealthy for Sensitive Groups,5,1,31,1,0,0,103,Unhealthy for Sensitive Groups
16851,Zambia,Mansa,41,Good,1,0,21,0,0,0,41,Good
16852,France,Mantes La Ville,63,Moderate,1,0,28,1,4,1,63,Moderate
16853,Mexico,Pichucalco,195,Unhealthy,11,1,2,0,13,2,195,Unhealthy
16854,Ecuador,Pinas,47,Good,1,0,6,0,3,1,47,Good
16855,Germany,Planegg,66,Moderate,1,0,39,2,3,1,66,Moderate
16856,Germany,Porta Westfalica,70,Moderate,2,1,36,2,6,2,70,Moderate
16857,Brazil,Porteirinha,28,Good,1,0,4,0,1,0,28,Good
16858,Brazil,Porto Velho,50,Good,1,0,2,0,0,0,50,Good
16859,Indonesia,Poso,23,Good,1,0,11,0,0,0,23,Good
16860,Russian Federation,Yashkino,40,Good,1,0,40,2,0,0,36,Good
16861,China,Zhanjiang,64,Moderate,2,1,53,3,2,1,64,Moderate
16862,Burkina Faso,Ziniare,54,Moderate,2,1,15,0,1,0,54,Moderate
16863,Poland,Zlotoryja,72,Moderate,1,0,39,2,1,0,72,Moderate
16864,Belgium,Zoersel,46,Good,1,0,28,1,6,2,46,Good
16865,Niger,Zinder,117,Unhealthy for Sensitive Groups,2,1,33,2,1,0,117,Unhealthy for Sensitive Groups
16866,India,Susner,162,Unhealthy,1,0,37,2,0,0,162,Unhealthy
16867,Namibia,Swakopmund,204,Very Unhealthy,1,0,22,1,0,0,204,Very Unhealthy
16868,Niger,Tahoua,71,Moderate,2,1,30,1,2,1,71,Moderate
16869,China,Taian,129,Unhealthy for Sensitive Groups,2,1,108,3,3,1,129,Unhealthy for Sensitive Groups
16871,Mexico,Tamazunchale,110,Unhealthy for Sensitive Groups,3,1,1,0,13,2,110,Unhealthy for Sensitive Groups
16872,Russian Federation,Tambov,40,Good,1,0,35,2,0,0,40,Good
16873,India,Taramangalam,50,Good,1,0,32,2,1,0,50,Good
16874,Russian Federation,Tatsinskaya,35,Good,1,0,35,2,0,0,15,Good
16875,Mexico,Teapa,171,Unhealthy,7,1,3,0,11,2,171,Unhealthy
16876,Mexico,Tekax,108,Unhealthy for Sensitive Groups,1,0,23,1,0,0,108,Unhealthy for Sensitive Groups
16877,Indonesia,Temanggung,87,Moderate,2,1,58,3,1,0,87,Moderate
16878,Mozambique,Tete,54,Moderate,1,0,21,0,0,0,54,Moderate
16879,India,Thiruvananthapuram,65,Moderate,1,0,28,1,0,0,65,Moderate
16880,United Kingdom of Great Britain and Northern Ireland,Thornaby,33,Good,1,0,33,2,1,0,13,Good
16881,United States of America,Tinton Falls,47,Good,1,0,29,1,9,2,47,Good
16882,Turkey,Tire,91,Moderate,1,0,51,3,1,0,91,Moderate
16883,Mexico,Tixkokob,123,Unhealthy for Sensitive Groups,1,0,21,0,1,0,123,Unhealthy for Sensitive Groups
16884,Mexico,Tixtla,61,Moderate,1,0,16,0,3,1,61,Moderate
16885,Mexico,Tlaquiltenango,172,Unhealthy,3,1,12,0,19,2,172,Unhealthy
16886,Japan,Tochio,66,Moderate,2,1,46,3,4,1,66,Moderate
16887,Indonesia,Weru,68,Moderate,2,1,49,3,0,0,68,Moderate
16888,United Kingdom of Great Britain and Northern Ireland,West Bromwich,32,Good,1,0,32,2,3,1,22,Good
16889,United States of America,Wethersfield,56,Moderate,1,0,22,1,13,2,56,Moderate
16890,Belgium,Wichelen,60,Moderate,1,0,33,2,5,2,60,Moderate
16891,Germany,Wiefelstede,57,Moderate,1,0,32,2,4,1,57,Moderate
16892,Netherlands,Willemstad,121,Unhealthy for Sensitive Groups,0,0,22,1,0,0,121,Unhealthy for Sensitive Groups
16893,United Kingdom of Great Britain and Northern Ireland,Winsford,32,Good,1,0,32,2,4,1,21,Good
16894,Netherlands,Winterswijk,52,Moderate,1,0,17,0,8,2,52,Moderate
16895,China,Wuchang,72,Moderate,2,1,47,3,0,0,72,Moderate
16896,Greece,Xanthi,84,Moderate,1,0,42,3,0,0,84,Moderate
16897,Mexico,Xicohtzinco,217,Very Unhealthy,4,1,3,0,15,2,217,Very Unhealthy
16898,China,Yaan,166,Unhealthy,3,1,59,3,3,1,166,Unhealthy
16899,Ecuador,Yaguachi,64,Moderate,1,0,17,0,4,1,64,Moderate
16900,China,Yakeshi,41,Good,1,0,37,2,0,0,41,Good
16901,Japan,Fukuroi,46,Good,1,0,46,3,0,0,17,Good
16902,United States of America,Fulton,51,Moderate,1,0,19,0,7,2,51,Moderate
16903,Pakistan,Gambat,168,Unhealthy,1,0,48,3,1,0,168,Unhealthy
16904,India,Gandevi,152,Unhealthy,0,0,24,1,0,0,152,Unhealthy
16905,Georgia,Gardabani,36,Good,1,0,33,2,0,0,36,Good
16906,Germany,Garmisch Partenkirchen,87,Moderate,1,0,29,1,3,1,87,Moderate
16907,India,Gauripur,50,Good,2,1,38,2,0,0,50,Good
16909,France,Gennevillers,62,Moderate,1,0,19,0,6,2,62,Moderate
16910,Iran (Islamic Republic of),Gerash,117,Unhealthy for Sensitive Groups,1,0,75,3,0,0,117,Unhealthy for Sensitive Groups
16911,Japan,Shinjo,57,Moderate,1,0,51,3,1,0,57,Moderate
16912,India,Sholavandan,46,Good,1,0,32,2,0,0,46,Good
16913,Turkey,Silifke,52,Moderate,1,0,35,2,1,0,52,Moderate
16914,Netherlands,Sint Anthonis,45,Good,1,0,22,1,7,2,45,Good
16915,Netherlands,Slochteren,35,Good,1,0,32,2,2,1,35,Good
16916,Egypt,Sohag,158,Unhealthy,1,0,48,3,1,0,158,Unhealthy
16917,India,Sardhana,160,Unhealthy,3,1,124,3,1,0,160,Unhealthy
16918,France,Selestat,66,Moderate,2,1,25,1,4,1,66,Moderate
16919,Russian Federation,Serov,31,Good,1,0,31,1,0,0,24,Good
16920,China,Longhua,180,Unhealthy,4,1,102,3,7,2,180,Unhealthy
16921,United States of America,Los Alamos,57,Moderate,1,0,14,0,7,2,57,Moderate
16923,United Republic of Tanzania,Lukuledi,40,Good,0,0,23,1,0,0,40,Good
16924,Switzerland,Lustenau,54,Moderate,1,0,25,1,3,1,54,Moderate
16925,Brazil,Luzilandia,26,Good,0,0,9,0,1,0,26,Good
16926,Slovakia,Michalovce,73,Moderate,1,0,43,3,0,0,73,Moderate
16927,Russian Federation,Michurinsk,36,Good,1,0,36,2,0,0,35,Good
16928,Netherlands,Mierlo,49,Good,1,0,24,1,7,2,49,Good
16929,United States of America,Moberly,54,Moderate,2,1,27,1,8,2,54,Moderate
16930,Russian Federation,Mokshan,54,Moderate,1,0,35,2,0,0,54,Moderate
16931,Norway,Molde,28,Good,1,0,28,1,0,0,13,Good
16932,Italy,Monteprandone,54,Moderate,1,0,44,3,2,1,54,Moderate
16933,Italy,Morbegno,58,Moderate,1,0,23,1,2,1,58,Moderate
16934,United States of America,Morganton,71,Moderate,3,1,18,0,15,2,71,Moderate
16935,Pakistan,Naukot,160,Unhealthy,1,0,38,2,0,0,160,Unhealthy
16936,Pakistan,Nawabshah,164,Unhealthy,1,0,40,2,0,0,164,Unhealthy
16937,Côte d'Ivoire,Ndiekro,56,Moderate,1,0,13,0,0,0,56,Moderate
16938,Russian Federation,Nefteyugansk,49,Good,2,1,28,1,0,0,49,Good
16939,Germany,Neustrelitz,50,Good,1,0,30,1,3,1,50,Good
16940,United States of America,New London,42,Good,1,0,25,1,10,2,42,Good
16941,Germany,Niederkruchten,56,Moderate,1,0,28,1,6,2,56,Moderate
16942,Brazil,Nisia Floresta,23,Good,0,0,20,0,0,0,23,Good
16943,Nigeria,Nkwerre,102,Unhealthy for Sensitive Groups,4,1,18,0,4,1,102,Unhealthy for Sensitive Groups
16944,Russian Federation,Noginsk,63,Moderate,1,0,20,0,10,2,63,Moderate
16945,Czechia,Nove Mesto Na Morave,59,Moderate,1,0,37,2,1,0,59,Moderate
16946,Bulgaria,Novi Iskar,82,Moderate,1,0,46,3,1,0,82,Moderate
16947,Iran (Islamic Republic of),Nur,50,Good,1,0,38,2,0,0,50,Good
16948,India,Nurmahal,162,Unhealthy,3,1,162,3,1,0,158,Unhealthy
16949,Russian Federation,Oktyabrskoye,54,Moderate,1,0,42,3,0,0,54,Moderate
16950,Russian Federation,Mozhaysk,40,Good,1,0,28,1,0,0,40,Good
16951,Bangladesh,Muktagachha,67,Moderate,1,0,43,3,1,0,67,Moderate
16952,Brazil,Mundo Novo,23,Good,0,0,12,0,1,0,23,Good
16953,India,Muradnagar,164,Unhealthy,4,1,137,3,2,1,164,Unhealthy
16954,Russian Federation,Nalchik,43,Good,1,0,43,3,1,0,42,Good
16955,India,Naliya,146,Unhealthy for Sensitive Groups,0,0,25,1,0,0,146,Unhealthy for Sensitive Groups
16956,China,Nanhai,152,Unhealthy,3,1,152,3,2,1,101,Unhealthy for Sensitive Groups
16957,Italy,Vigevano,66,Moderate,1,0,37,2,3,1,66,Moderate
16958,Brazil,Vitoria,60,Moderate,1,0,14,0,3,1,60,Moderate
16959,Russian Federation,Volgodonsk,38,Good,1,0,38,2,0,0,3,Good
16960,Serbia,Vrbas,59,Moderate,1,0,46,3,0,0,59,Moderate
16961,Switzerland,Waldshut Tiengen,53,Moderate,1,0,39,2,1,0,53,Moderate
16962,Belgium,Wavre,57,Moderate,1,0,30,1,6,2,57,Moderate
16964,Germany,Herborn,49,Good,1,0,25,1,3,1,49,Good
16965,United States of America,Hermiston,33,Good,1,0,24,1,6,2,33,Good
16966,Germany,Heusweiler,52,Moderate,1,0,29,1,3,1,52,Moderate
16967,United States of America,High Point,42,Good,1,0,42,3,2,1,30,Good
16968,United States of America,Saratoga,37,Good,1,0,35,2,6,2,37,Good
16969,Hungary,Sarospatak,76,Moderate,1,0,35,2,1,0,76,Moderate
16970,United States of America,Saugus,63,Moderate,2,1,20,0,14,2,63,Moderate
16971,Japan,Sayama,33,Good,1,0,33,2,3,1,19,Good
16972,Russian Federation,Sayanogorsk,40,Good,1,0,36,2,0,0,40,Good
16973,Russian Federation,Semiluki,32,Good,1,0,28,1,2,1,32,Good
16974,Malaysia,Senai,120,Unhealthy for Sensitive Groups,1,0,39,2,3,1,120,Unhealthy for Sensitive Groups
16975,Russian Federation,Shadrinsk,34,Good,1,0,34,2,0,0,18,Good
16976,Iran (Islamic Republic of),Shahr E Kord,146,Unhealthy for Sensitive Groups,1,0,47,3,0,0,146,Unhealthy for Sensitive Groups
16977,United States of America,Shaker Heights,39,Good,2,1,39,2,4,1,27,Good
16978,Russian Federation,Shakhty,38,Good,1,0,38,2,0,0,38,Good
16979,India,Sheopur,254,Very Unhealthy,1,0,41,3,0,0,254,Very Unhealthy
16980,Albania,Shijak,56,Moderate,1,0,44,3,1,0,56,Moderate
16981,Russian Federation,Shimanovsk,35,Good,1,0,35,2,0,0,25,Good
16982,Kazakhstan,Shubarkuduk,40,Good,1,0,40,2,0,0,29,Good
16983,Poland,Skoczow,90,Moderate,1,0,39,2,2,1,90,Moderate
16984,Belarus,Slonim,32,Good,1,0,32,2,0,0,17,Good
16985,Brazil,Sombrio,109,Unhealthy for Sensitive Groups,3,1,13,0,4,1,109,Unhealthy for Sensitive Groups
16986,India,Sopur,108,Unhealthy for Sensitive Groups,1,0,49,3,0,0,108,Unhealthy for Sensitive Groups
16987,United States of America,South Salt Lake,45,Good,1,0,18,0,10,2,45,Good
16988,Serbia,Srbobran,105,Unhealthy for Sensitive Groups,1,0,45,3,0,0,105,Unhealthy for Sensitive Groups
16989,Indonesia,Stabat,55,Moderate,2,1,41,3,0,0,55,Moderate
16990,Thailand,Sukhothai,76,Moderate,1,0,24,1,0,0,76,Moderate
16991,Bosnia and Herzegovina,Sanski Most,57,Moderate,1,0,32,2,0,0,57,Moderate
16992,Portugal,Santa Iria De Azoia,40,Good,1,0,40,2,2,1,16,Good
16993,Iran (Islamic Republic of),Saqqez,54,Moderate,1,0,46,3,0,0,54,Moderate
16994,Hungary,Godollo,64,Moderate,1,0,64,3,0,0,59,Moderate
16995,Mauritius,Goodlands,55,Moderate,0,0,27,1,0,0,55,Moderate
16996,India,Govardhan,178,Unhealthy,5,1,40,2,13,2,178,Unhealthy
16997,India,Gurdaha,156,Unhealthy,4,1,19,0,11,2,156,Unhealthy
16998,United States of America,Guymon,41,Good,1,0,27,1,1,0,41,Good
16999,India,Hadgaon,161,Unhealthy,2,1,34,2,3,1,161,Unhealthy
17000,Germany,Halver,55,Moderate,1,0,45,3,0,0,55,Moderate
17001,Canada,Hawkesbury,37,Good,1,0,24,1,0,0,37,Good
17002,France,Hayange,66,Moderate,1,0,54,3,0,0,66,Moderate
17003,Belgium,Herzele,51,Moderate,1,0,37,2,2,1,51,Moderate
17004,United States of America,Homewood,85,Moderate,1,0,85,3,2,1,47,Good
17005,Japan,Honjo,77,Moderate,3,1,23,1,7,2,77,Moderate
17006,Germany,Horb,63,Moderate,1,0,52,3,0,0,63,Moderate
17007,Peru,Huamachuco,11,Good,0,0,11,0,0,0,10,Good
17008,Slovakia,Humenne,66,Moderate,1,0,52,3,0,0,66,Moderate
17009,United States of America,Hurst,73,Moderate,2,1,39,2,4,1,73,Moderate
17010,United Kingdom of Great Britain and Northern Ireland,Hyde,39,Good,1,0,37,2,1,0,39,Good
17011,Brazil,Ibitinga,65,Moderate,1,0,24,1,1,0,65,Moderate
17012,Brazil,Igarapava,36,Good,1,0,23,1,0,0,36,Good
17013,South Africa,Ilinge,46,Good,1,0,12,0,1,0,46,Good
17014,Germany,Illertissen,64,Moderate,1,0,56,3,0,0,64,Moderate
17015,Brazil,Iraucuba,31,Good,0,0,21,0,0,0,31,Good
17016,Japan,Isshiki,85,Moderate,2,1,33,2,9,2,85,Moderate
17017,Colombia,Istmina,19,Good,1,0,19,0,0,0,14,Good
17018,Brazil,Itanhandu,42,Good,1,0,20,0,0,0,42,Good
17019,Brazil,Itirapina,61,Moderate,1,0,24,1,0,0,61,Moderate
17020,Brazil,Jacarezinho,39,Good,1,0,20,0,0,0,39,Good
17021,Poland,Janow Lubelski,54,Moderate,1,0,47,3,0,0,54,Moderate
17022,India,Jaora,164,Unhealthy,1,0,30,1,3,1,164,Unhealthy
17023,Brazil,Jataizinho,33,Good,1,0,18,0,0,0,33,Good
17024,Lebanon,Jazzin,57,Moderate,1,0,47,3,2,1,57,Moderate
17025,State of Palestine,Jerusalem,86,Moderate,1,0,85,3,2,1,86,Moderate
17026,Ethiopia,Jinka,38,Good,1,0,13,0,0,0,38,Good
17027,India,Kanker,156,Unhealthy,2,1,47,3,1,0,156,Unhealthy
17028,Hungary,Kaposvar,66,Moderate,1,0,66,3,0,0,54,Moderate
17029,Turkey,Karakose,59,Moderate,1,0,40,2,0,0,59,Moderate
17030,Zimbabwe,Karoi,25,Good,0,0,25,1,0,0,25,Good
17031,Hungary,Kazincbarcika,63,Moderate,1,0,50,3,0,0,63,Moderate
17032,India,Khaga,176,Unhealthy,4,1,101,3,5,2,176,Unhealthy
17033,Russian Federation,Khanskaya,46,Good,1,0,46,3,1,0,28,Good
17034,Thailand,Chom Bung,22,Good,0,0,22,1,0,0,22,Good
17035,Switzerland,Chur,34,Good,1,0,26,1,1,0,34,Good
17036,Italy,Collecchio,84,Moderate,1,0,34,2,5,2,84,Moderate
17037,Germany,Cologne,53,Moderate,1,0,35,2,2,1,53,Moderate
17038,United States of America,Connersville,60,Moderate,2,1,24,1,12,2,60,Moderate
17039,Brazil,Cordeiro,56,Moderate,1,0,10,0,4,1,56,Moderate
17040,United States of America,Covina,112,Unhealthy for Sensitive Groups,4,1,6,0,33,2,112,Unhealthy for Sensitive Groups
17041,Serbia,Crvenka,103,Unhealthy for Sensitive Groups,1,0,42,3,0,0,103,Unhealthy for Sensitive Groups
17042,China,Cuiluan,52,Moderate,1,0,38,2,0,0,52,Moderate
17043,Paraguay,Curuguaty,18,Good,1,0,13,0,0,0,18,Good
17044,Brazil,Cururupu,52,Moderate,1,0,22,1,0,0,52,Moderate
17045,China,Caohai,51,Moderate,1,0,19,0,2,1,51,Moderate
17046,Italy,Casal Di Principe,59,Moderate,1,0,55,3,3,1,59,Moderate
17047,Italy,Casalmaggiore,79,Moderate,2,1,44,3,4,1,79,Moderate
17048,Italy,Castelfranco Veneto,59,Moderate,2,1,48,3,3,1,59,Moderate
17049,Venezuela (Bolivarian Republic of),Catia La Mar,43,Good,1,0,18,0,6,2,43,Good
17050,Turkey,Ceyhan,60,Moderate,1,0,42,3,0,0,60,Moderate
17051,Italy,Desio,73,Moderate,2,1,28,1,8,2,73,Moderate
17052,Belgium,Dilbeek,48,Good,1,0,27,1,4,1,48,Good
17053,Germany,Dinkelsbuhl,53,Moderate,1,0,32,2,5,2,53,Moderate
17054,Mexico,Dolores Hidalgo,77,Moderate,1,0,17,0,4,1,77,Moderate
17055,China,Dunhua,53,Moderate,2,1,35,2,0,0,53,Moderate
17056,Russian Federation,Dzhalil,46,Good,1,0,26,1,1,0,46,Good
17057,United States of America,East Peoria,48,Good,2,1,25,1,6,2,48,Good
17058,United States of America,Eau Claire,36,Good,1,0,34,2,2,1,36,Good
17059,United States of America,Edinburg,156,Unhealthy,3,1,15,0,6,2,156,Unhealthy
17060,Germany,Eggenstein Leopoldshafen,47,Good,1,0,35,2,3,1,47,Good
17061,United States of America,El Centro,37,Good,1,0,31,1,6,2,37,Good
17062,Mexico,El Grullo,26,Good,1,0,11,0,2,1,26,Good
17063,Russian Federation,Elkhotovo,40,Good,1,0,40,2,1,0,38,Good
17064,Italy,Empoli,67,Moderate,1,0,47,3,3,1,67,Moderate
17065,Italy,Torre Santa Susanna,47,Good,1,0,47,3,1,0,37,Good
17066,Indonesia,Trucuk,66,Moderate,1,0,35,2,1,0,66,Moderate
17067,Japan,Tsurugashima,63,Moderate,1,0,50,3,2,1,63,Moderate
17068,Mexico,Tulancingo,166,Unhealthy,2,1,10,0,6,2,166,Unhealthy
17069,Hungary,Turkeve,53,Moderate,1,0,41,3,1,0,53,Moderate
